{'id': 'AVD-2021-25745', '漏洞名称': 'Linux ingress-nginx 安全漏洞（CVE-2021-25745）', '漏洞类型': '未定义', '披露时间': '2022-04-26', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775447', '漏洞名称': 'Caldera OpenLinux rpm_query CGI泄漏系统RPM包安装信息漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775435', '漏洞名称': 'Linux atsadc 输入文件检查漏洞（CNVD-2000-0281）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775433', '漏洞名称': 'Linux wmcdplay 缓冲区溢出漏洞（CNVD-2000-0283）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775417', '漏洞名称': 'Linux kreatecd 漏洞导致本地用户获得root权限（CNVD-2000-0302）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775416', '漏洞名称': 'Halloween Linux imwheel 缓冲区溢出漏洞（CNVD-2000-0303）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775415', '漏洞名称': 'SuSE Linux IMAP Server 漏洞允许远程创建或删除目录（CNVD-2000-0304）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775403', '漏洞名称': '多个Linux系统的gpm-root存在setgid root漏洞（CNVD-2000-0319）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775401', '漏洞名称': 'Linux 本地拒绝服务攻击导致内核崩溃（CNVD-2000-0321）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775395', '漏洞名称': '多种Linux系统2.2.x内核IP伪装存在安全漏洞（CNVD-2000-0330）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775394', '漏洞名称': 'RedHat Linux发布关于ircii 4.4的安全公告（CNVD-2000-0331）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775369', '漏洞名称': 'Linux  trustees 1.5 长路径名拒绝服务漏洞（CNVD-2000-0361）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775341', '漏洞名称': 'TurboLinux安全公告： PAM 和 usermode 存在安全问题（CNVD-2000-0399）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775338', '漏洞名称': 'RedHat Linux imapd 12.264 缓冲区溢出漏洞（CNVD-2000-0406）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775320', '漏洞名称': 'SuSE Linux 本地用户可以删除任意系统文件（CNVD-2000-0427）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775294', '漏洞名称': 'Linux knfsd 拒绝服务攻击（CNVD-2000-0467）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775280', '漏洞名称': 'Linux pam_console 导致控制台用户口令泄漏（CNVD-2000-0487）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775270', '漏洞名称': 'Linux /usr/bin/kon缓冲区溢出漏洞（CNVD-2000-0498）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775269', '漏洞名称': 'Linux SSH 1.2.27-8i.src.rpm允许任意用户登陆系统（CNVD-2000-0499）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775226', '漏洞名称': 'Linux cdrecord 缓冲区溢出漏洞（CNVD-2000-0554）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775211', '漏洞名称': 'Linux mailx 8.1.1-10 &#34;-c&#34;参数缓冲区溢出漏洞（CNVD-2000-0575）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775187', '漏洞名称': 'Linux innd 2.2.2 远程缓冲区溢出（CNVD-2000-0602）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775186', '漏洞名称': 'Linux BRU log文件漏洞（CNVD-2000-0603）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775180', '漏洞名称': 'Linux 内核Capabilities漏洞导致本地用户获取root权限（CNVD-2000-0614）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775179', '漏洞名称': 'Linux restore 缓冲区溢出漏洞（CNVD-2000-0615）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775172', '漏洞名称': 'Linux splitvt 1.6.3 本地缓冲区溢出漏洞（CNVD-2000-0625）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775162', '漏洞名称': 'Linux rpc.statd远程格式串溢出漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775156', '漏洞名称': 'Linux kon2软件中包含多个本地缓冲区漏洞（CNVD-2000-0645）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775151', '漏洞名称': 'Linux pine  &#34;-f&#34;参数缓冲区溢出漏洞（CNVD-2000-0651）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775148', '漏洞名称': 'Corel Linux SetXconf 本地缓冲区漏洞（CNVD-2000-0654）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775137', '漏洞名称': 'Linux CUPS 1.0.5 拒绝服务漏洞（CNVD-2000-0669）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775136', '漏洞名称': 'RedHat Linux slrnpull本地缓冲区溢出漏洞（CNVD-2000-0670）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775133', '漏洞名称': 'Linux ls &#34;-w&#34;参数本地拒绝服务漏洞（CNVD-2000-0676）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775111', '漏洞名称': 'Debian Linux canna 远程溢出漏洞（CNVD-2000-0702）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775050', '漏洞名称': 'Mandrake Linux Usermode包本地拒绝服务漏洞（CNVD-2000-0786）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775036', '漏洞名称': 'Linux pam 远程拒绝服务漏洞（CNVD-2000-0801）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775035', '漏洞名称': 'Linux gpm 文件删除漏洞（CNVD-2000-0802）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775031', '漏洞名称': 'RedHat Linux gpm存在多个安全漏洞（CNVD-2000-0806）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-775013', '漏洞名称': 'Linux ntop远程泄漏系统文件漏洞（CNVD-2000-0825）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774955', '漏洞名称': 'Linux faxrunqd文件创建问题导致拒绝服务攻击（CNVD-2000-0882）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774937', '漏洞名称': 'FreeBSD 的 Linux兼容模块中缓冲区溢出漏洞（CNVD-2000-0901）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774889', '漏洞名称': 'Mandrake Linux web服务器泄漏/perl目录内容（CNVD-2000-0948）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774882', '漏洞名称': 'RedHat Linux ping 缓冲区溢出漏洞（CNVD-2000-0956）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774879', '漏洞名称': 'Linux klogd 格式串安全漏洞（CNVD-2000-0959）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774867', '漏洞名称': 'Linux系统LPRng远程格式化串溢出漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774866', '漏洞名称': 'BSD/Linux telnet 缓冲区溢出漏洞（CNVD-2000-0970）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774696', '漏洞名称': 'Linux ORACLE 8.1.5 存在多个安全漏洞（CNVD-2000-1148）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774693', '漏洞名称': 'Linux ypbind 本地格式化串漏洞（CNVD-2000-1151）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774670', '漏洞名称': 'Redhat Linux 7.0 cyrus-sasl安全漏洞（CNVD-2000-1174）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774600', '漏洞名称': 'Linux modprobe 执行任意命令漏洞（CNVD-2000-1245）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774580', '漏洞名称': 'UNIX/Linux系统adduser/useradd 设计错误（CNVD-2000-1280）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774535', '漏洞名称': 'SuSE Linux Ident缓冲区溢出漏洞（CNVD-2000-1328）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774515', '漏洞名称': 'Trlinux Postaci Webmail 口令泄漏问题（CNVD-2000-1348）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774512', '漏洞名称': 'Linux 不可读文件被跟踪漏洞（CNVD-2000-1351）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774506', '漏洞名称': 'RedHat Linux diskcheck 条件竞争漏洞（CNVD-2000-1357）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774246', '漏洞名称': 'Security-Enhanced Linux 缓冲区溢出（CNVD-2000-1690）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-774045', '漏洞名称': 'Linux ReiserFS文件系统缓冲区溢出漏洞（CNVD-2001-0295）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-773989', '漏洞名称': 'Linux man -l 格式化串漏洞（CNVD-2001-0363）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-773855', '漏洞名称': 'Linux kernel sysctl() 泄漏内核内存漏洞（CNVD-2001-0529）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-773659', '漏洞名称': 'Linux 内核模块 FTPFS 缓冲区溢出漏洞（CNVD-2001-0783）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-773363', '漏洞名称': 'Linux Minicom XModem 格式串漏洞（CNVD-2001-1138）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-773241', '漏洞名称': 'Linux Man 缓冲文件创建漏洞（CNVD-2001-1279）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-773205', '漏洞名称': 'Linux Man Page Source缓冲区溢出漏洞（CNVD-2001-1324）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772972', '漏洞名称': 'Linux procfs 文件系统标准输入流重定向漏洞（CNVD-2001-1589）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772846', '漏洞名称': 'RedHat linux Vipw 不安全的文件属性漏洞（CNVD-2001-1770）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772841', '漏洞名称': 'Caldera OpenLinux DocView 特殊字符过滤漏洞（CNVD-2001-1802）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772738', '漏洞名称': 'Linux Groff/lpd远程格式串漏洞（CNVD-2001-1939）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772730', '漏洞名称': 'Linux 内核IRC IP 伪装模块漏洞（CNVD-2001-1953）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772726', '漏洞名称': 'Linux ColdFusion CFReThrow 标签拒绝服务漏洞（CNVD-2001-1957）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772679', '漏洞名称': 'SuSE linux sdbsearch.cgi执行任意代码漏洞（CNVD-2001-2006）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772653', '漏洞名称': 'Linux netkit in.telnetd远程溢出漏洞（CNVD-2001-2047）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772468', '漏洞名称': 'Linux LPRng rhs-printfilters远程执行命令漏洞（CNVD-2001-2268）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772356', '漏洞名称': 'Red Hat Linux Apache 远程列举用户名漏洞（CNVD-2001-2463）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772244', '漏洞名称': 'RedHat Linux setserial脚本条件竞争漏洞（CNVD-2001-2623）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772214', '漏洞名称': 'Mandrake Linux Kernel devfs实现漏洞（CNVD-2001-2676）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772213', '漏洞名称': 'Linux 2.4 iptables MAC地址匹配绕过漏洞（CNVD-2001-2677）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772210', '漏洞名称': 'Linux Util-Linux Login Pam 权限提升漏洞（CNVD-2001-2680）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772113', '漏洞名称': 'Linux kernel ptrace提升权限漏洞（CNVD-2001-2812）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772109', '漏洞名称': 'Linux kernel 深层链接拒绝服务漏洞（CNVD-2001-2816）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772095', '漏洞名称': 'HP Secure OS Software for Linux 文件系统保护漏洞（CNVD-2001-2832）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772040', '漏洞名称': 'Linux Syn cookies 过滤规则绕过漏洞（CNVD-2001-2894）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772037', '漏洞名称': 'RH Linux Tux HTTPD 拒绝服务漏洞（CNVD-2001-2897）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-772032', '漏洞名称': 'RedHat Linux IPTables 保存选项无法恢复规则漏洞（CNVD-2001-2902）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771991', '漏洞名称': 'Linux VMLinux 任意内核执行拒绝服务漏洞（CNVD-2001-2961）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771986', '漏洞名称': 'SuSE Linux SuSEHelp CGI 脚本执行任意命令漏洞（CNVD-2001-2966）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771662', '漏洞名称': 'Conectiva Linux MySQL全局可读的日志文件漏洞（CNVD-2002-0097）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771507', '漏洞名称': 'Astaro Security Linux不安全的文件全局可写漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771436', '漏洞名称': 'Linux Kernel IRC DCC连接跟踪模块不必要端口访问漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771333', '漏洞名称': 'Linux kernel 2.4.18 iBCS IPC信号处理漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771231', '漏洞名称': 'Linux 2.4 UDP报文的IP ID域固定为0漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771214', '漏洞名称': 'Linux Directory Penguin Traceroute远程命令执行漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771191', '漏洞名称': 'Linux Directory Penguin nslookup远程命令执行漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771161', '漏洞名称': 'Linux内核函数d_path()路径截断漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-771116', '漏洞名称': 'OpenLinux StartKDE脚本处理LD_LIBRARY_PATH存在漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-770775', '漏洞名称': 'Linux NetFilter NAT信息泄露漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-770722', '漏洞名称': 'GRSecurity Linux Kernel内存保护不够强壮漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-769131', '漏洞名称': 'Debian GNU/Linux netstd工具包多个程序远程缓冲区溢出漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768825', '漏洞名称': 'Linux内核本地特权文件描述符资源可被恶意耗尽漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768740', '漏洞名称': 'Linux Kernel混杂模式状态漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768672', '漏洞名称': 'Util-linux文件锁住本地竞争条件漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768598', '漏洞名称': 'ISDN4Linux ipppd 设备名本地格式串溢出漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768514', '漏洞名称': 'Linux Kernel 2.4.18本地可提升权限安全漏洞（CNVD-2002-3439）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768512', '漏洞名称': 'Linux Kernel 2.4.18本地可提升权限安全漏洞（CNVD-2013-15144）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768473', '漏洞名称': 'Linuxconf本地缓冲区溢出漏洞（CNVD-2002-3480）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768231', '漏洞名称': 'Linux Netfilter/IPTables IP队列任意网络通信可读漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-768116', '漏洞名称': 'Linux /proc/&lt;pid&gt;/mem mmap()内核崩溃漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-767803', '漏洞名称': 'Mandrake Linux打印驱动mtink环境变量缓冲区溢出漏洞（CNVD-2003-0227）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-767802', '漏洞名称': 'Mandrake Linux打印驱动escputil缓冲区溢出漏洞（CNVD-2003-0228）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-767797', '漏洞名称': 'Mandrake Linux打印驱动ml85p竞争条件漏洞（CNVD-2003-0233）', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-767648', '漏洞名称': 'Linux O_DIRECT定向输入/输出信息泄露漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-767647', '漏洞名称': 'Linux NIS Server YPSERV远程拒绝服务攻击漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
{'id': 'AVD-2021-767624', '漏洞名称': 'RedHat Linux User Mode Linux SetUID安装漏洞', '漏洞类型': '未定义', '披露时间': '', '漏洞状态': 'CVE'}
